Purple Book Monthly Historical Data Changes Report - October 2024,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Newly Approved Products (N)  / Products Added in Current Release (R) / Updated Products (U),,,,,,,,,,,,,,,,,,,,,,,,
N,"Fresenius Kabi USA, LLC",761379,Otulfi,ustekinumab-aauz,351(k) Biosimilar,90MG/ML,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,"September 27, 2024",ustekinumab,Stelara,,Original,2146,002,CDER,,,,,
N,"Fresenius Kabi USA, LLC",761379,Otulfi,ustekinumab-aauz,351(k) Biosimilar,130MG/26ML (5MG/ML),Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,"September 27, 2024",ustekinumab,Stelara,,Original,2146,003,CDER,,,,,
N,Accord BioPharma Inc.,761364,Imuldosa,ustekinumab-srlf,351(k) Biosimilar,45MG/0.5ML,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,"October 10, 2024",ustekinumab,Stelara,,Original,2105,001,CDER,,,,,
N,Accord BioPharma Inc.,761364,Imuldosa,ustekinumab-srlf,351(k) Biosimilar,90MG/ML,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,"October 10, 2024",ustekinumab,Stelara,,Original,2105,002,CDER,,,,,
N,Accord BioPharma Inc.,761364,Imuldosa,ustekinumab-srlf,351(k) Biosimilar,130MG/26ML (5MG/ML),Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,"October 10, 2024",ustekinumab,Stelara,,Original,2105,003,CDER,,,,,
N,Pfizer Inc.,761369,Hympavzi,marstacimab-hncq,351(a),150MG/ML,Injection ,Subcutaneous,Pre-Filled Syringe,Rx,Licensed,"October 11, 2024",,,,Original,2001,001,CDER,,,,,
N,Pfizer Inc.,761369,Hympavzi,marstacimab-hncq,351(a),150MG/ML,Injection ,Subcutaneous,Autoinjector,Rx,Licensed,"October 11, 2024",,,,Original,2001,002,CDER,,,,,
N,"Astellas Pharma US, Inc.",761365,Vyloy,zolbetuximab-clzb,351(a),100MG,Injection ,Intravenous,Single-Dose Vial,Rx,Licensed,"October 18, 2024",,,,Original,2124,001,CDER,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
N/R/U,Applicant,BLA Number,Proprietary Name,Proper Name,BLA Type,Strength,Dosage Form,Route of Administration,Product Presentation,Marketing Status,Licensure,Approval Date,Ref. Product Proper Name,Ref. Product Proprietary Name,Supplement Number,Submission Type,License Number,Product Number,Center,Date of First Licensure,Exclusivity Expiration Date,First Interchangeable Exclusivity Exp. Date,Ref. Product Exclusivity Exp. Date,Orphan Exclusivity Exp. Date
,Merck Sharp & Dohme LLC,101062,,Antivenin (Latrodectus mactans),351(a),NLT6000U,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"February 13, 1936", ,,0,Original,0002,001,CBER,,,,,
,Merck Sharp & Dohme LLC,101062,,Antivenin (Latrodectus mactans),351(a),NLT6000U,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,"February 13, 1936", ,,0,Original,0002,002,CBER,,,,,
,Merck Sharp & Dohme LLC,101066,"Recombivax, Recombivax Hb",Hepatitis B Vaccine (Recombinant),351(a),5UG/ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,"July 23, 1986", ,,0,Original,0002,001,CBER,,,,,
,Merck Sharp & Dohme LLC,101066,"Recombivax, Recombivax Hb",Hepatitis B Vaccine (Recombinant),351(a),40UG/ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,"July 23, 1986", ,,0,Original,0002,002,CBER,,,,,
,Merck Sharp & Dohme LLC,101066,"Recombivax, Recombivax Hb",Hepatitis B Vaccine (Recombinant),351(a),10UG/ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,"July 23, 1986", ,,0,Original,0002,003,CBER,,,,,
,Merck Sharp & Dohme LLC,101068,ATTENUVAX,Measles Virus Vaccine Live,351(a),NLT1000U/.5ML,For Injection,Subcutaneous,Vial,Disc,Voluntarily Revoked,"March 21, 1963", , ,0,Original,0002,001,CBER,,,,,
,Merck Sharp & Dohme LLC,101069,M-M-R Ii,"Measles, Mumps and Rubella Virus Vaccine Live",351(a),0.5ML,For Injection,Subcutaneous,Single-Dose Vial,Rx,Licensed,"April 22, 1971", ,,0,Original,0002,001,CBER,,,,,
,Merck Sharp & Dohme LLC,101069,M-M-R Ii,"Measles, Mumps and Rubella Virus Vaccine Live",351(a),0.5ML,For Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,"February 27, 2023", ,,5846,Supplement,0002,002,CBER,,,,,
,Merck Sharp & Dohme LLC,101072,MumpsVax,Mumps Virus Vaccine Live,351(a),0.5ML,For Injection,Subcutaneous,Vial,Disc,Voluntarily Revoked,"December 28, 1967", , ,0,Original,0002,001,CBER,,,,,
,Merck Sharp & Dohme LLC,101075,MERUVAX II,Rubella Virus Vaccine Live,351(a),NLT1000U/.5ML,For Injection,Subcutaneous,Vial,Disc,Voluntarily Revoked,"June 09, 1969", , ,0,Original,0002,001,CBER,,,,,
,Merck Sharp & Dohme LLC,101094,Pneumovax 23,"Pneumococcal Vaccine, Polyvalent",351(a),25UG/.5ML,Injection,Intramuscular,Vial,Rx,Licensed,"November 21, 1977", ,,0,Original,0002,001,CBER,,,,,
,Merck Sharp & Dohme LLC,101094,Pneumovax 23,"Pneumococcal Vaccine, Polyvalent",351(a),25UG/.5ML,Injection,Subcutaneous,Vial,Rx,Licensed,"November 21, 1977", ,,0,Original,0002,002,CBER,,,,,
,Wyeth Pharmaceuticals LLC,101098,N/A,Antivenin (Crotalidae) Polyvalent,351(a),10ML,For Injection,Intravenous,Vial,Disc,Voluntarily Revoked,"February 08, 1954", ,,0,Original,0003,001,CBER,,,,,
,Wyeth Pharmaceuticals LLC,101099,,Antivenin (Micrurus fulvius),351(a),10ML,For Injection,Intravenous,Vial,Disc,Licensed,"August 28, 1967", ,,0,Original,0003,001,CBER,,,,,
,Grifols Therapeutics LLC,101130,"Koate, Koate-Dvi",Antihemophilic Factor (Human),351(a),"1,000IU",For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"January 24, 1974", ,,0,Original,1871,001,CBER,,,,,
,Grifols Therapeutics LLC,101130,"Koate, Koate-Dvi",Antihemophilic Factor (Human),351(a),250IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"January 24, 1974", ,,0,Original,1871,002,CBER,,,,,
,Grifols Therapeutics LLC,101130,"Koate, Koate-Dvi",Antihemophilic Factor (Human),351(a),500IU,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"January 24, 1974", ,,0,Original,1871,003,CBER,,,,,
,Grifols Therapeutics LLC,101134,"Baygam, Gamastan S/D",Immune Globulin (Human),351(a),16.50%,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,"January 11, 1944", ,,0,Original,1871,001,CBER,,,,,
,Grifols Therapeutics LLC,101138,"Albuked, Plasbumin-20, Plasbumin-25, Plasbumin-5",Albumin (Human),351(a),2.5G/50ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"October 21, 1942", ,,0,Original,1871,001,CBER,,,,,
,Grifols Therapeutics LLC,101138,"Albuked, Plasbumin-20, Plasbumin-25, Plasbumin-5",Albumin (Human),351(a),25G/100ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"October 21, 1942", ,,0,Original,1871,002,CBER,,,,,
,Grifols Therapeutics LLC,101138,"Albuked, Plasbumin-20, Plasbumin-25, Plasbumin-5",Albumin (Human),351(a),20G/100ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"October 21, 1942", ,,0,Original,1871,003,CBER,,,,,
,Grifols Therapeutics LLC,101138,"Albuked, Plasbumin-20, Plasbumin-25, Plasbumin-5",Albumin (Human),351(a),10G/50ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"October 21, 1942", ,,0,Original,1871,004,CBER,,,,,
,Grifols Therapeutics LLC,101138,"Albuked, Plasbumin-20, Plasbumin-25, Plasbumin-5",Albumin (Human),351(a),12.5G/50ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"October 21, 1942", ,,0,Original,1871,005,CBER,,,,,
,Grifols Therapeutics LLC,101138,"Albuked, Plasbumin-20, Plasbumin-25, Plasbumin-5",Albumin (Human),351(a),5G/20ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"October 21, 1942", ,,0,Original,1871,006,CBER,,,,,
,Grifols Therapeutics LLC,101138,"Albuked, Plasbumin-20, Plasbumin-25, Plasbumin-5",Albumin (Human),351(a),25G/500ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"October 21, 1942", ,,0,Original,1871,007,CBER,,,,,
,Grifols Therapeutics LLC,101138,"Albuked, Plasbumin-20, Plasbumin-25, Plasbumin-5",Albumin (Human),351(a),12.5G/250ML,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"October 21, 1942", ,,0,Original,1871,008,CBER,,,,,
,Grifols Therapeutics LLC,101140,Plasmanate,Plasma Protein Fraction (Human),351(a),25G/500ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"October 02, 1958", ,,0,Original,1871,001,CBER,,,,,
,Grifols Therapeutics LLC,101140,Plasmanate,Plasma Protein Fraction (Human),351(a),2.5G/50ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"October 02, 1958", ,,0,Original,1871,002,CBER,,,,,
,Grifols Therapeutics LLC,101140,Plasmanate,Plasma Protein Fraction (Human),351(a),12.5G/250ML,Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"October 02, 1958", ,,0,Original,1871,003,CBER,,,,,
,Grifols Therapeutics LLC,101141,"Bayrho-D, Hyprho-D, Hyperrho S/D Full Dose, Hyperrho S/D Mini-Dose",Rho(D) Immune Globulin (Human),351(a),1500IU,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,"June 11, 1971", ,,0,Original,1871,001,CBER,,,,,
,Grifols Therapeutics LLC,101141,"Bayrho-D, Hyprho-D, Hyperrho S/D Full Dose, Hyperrho S/D Mini-Dose",Rho(D) Immune Globulin (Human),351(a),250IU,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,"June 11, 1971", ,,0,Original,1871,002,CBER,,,,,
,Grifols Therapeutics LLC,101142,"Baytet, Hypertet",Tetanus Immune Globulin (Human),351(a),250U,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,"October 17, 1957", ,,0,Original,1871,001,CBER,,,,,
,Grifols Therapeutics LLC,101144,"Bayrab, Hyperrab",Rabies Immune Globulin (Human),351(a),300IU/ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,"June 12, 1974", ,,0,Original,1871,001,CBER,,,,,
,Grifols Therapeutics LLC,101144,"Bayrab, Hyperrab",Rabies Immune Globulin (Human),351(a),1500IU/5 ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,"June 12, 1974", ,,0,Original,1871,002,CBER,,,,,
,Grifols Therapeutics LLC,101144,"Bayrab,Hyperrab",Rabies Immune Globulin (Human),351(a),900 IU/ 3ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,"November 06, 2019", ,,5817,Supplement,1871,003,CBER,,,,,
,Grifols Therapeutics LLC,101146,"Bayhep B, Hyperhep B S/D",Hepatitis B Immune Globulin (Human),351(a),220U/ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,"September 23, 1977", ,,0,Original,1871,001,CBER,,,,,
,Grifols Therapeutics LLC,101146,"Bayhep B, Hyperhep B S/D",Hepatitis B Immune Globulin (Human),351(a),220U/ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,"September 23, 1977", ,,0,Original,1871,002,CBER,,,,,
,Grifols Therapeutics LLC,101146,"Bayhep B, Hyperhep B S/D",Hepatitis B Immune Globulin (Human),351(a),220U/.5ML,Injection,Intramuscular,Pre-Filled Syringe,Rx,Licensed,"September 23, 1977", ,,0,Original,1871,003,CBER,,,,,
,Grifols Therapeutics LLC,101146,"Bayhep B, Hyperhep B S/D",Hepatitis B Immune Globulin (Human),351(a),220U/.5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,"September 23, 1977", ,,0,Original,1871,004,CBER,,,,,
,Grifols Therapeutics LLC,101146,"Bayhep B, Hyperhep B S/D",Hepatitis B Immune Globulin (Human),351(a),220IU/5ML,Injection,Intramuscular,Single-Dose Vial,Rx,Licensed,"September 23, 1977", ,,0,Original,1871,005,CBER,,,,,
,Grifols Therapeutics LLC,101147,Gamimune,Immune Globulin Intravenous (Human),351(a),5PCT,Injection,Intravenous,Vial,Disc,Voluntarily Revoked,"September 11, 1981", , ,0,Original,1871,001,CBER,,,,,
,Grifols Therapeutics LLC,101147,Gamimune,Immune Globulin Intravenous (Human),351(a),10PCT,Injection,Intravenous,Vial,Disc,Voluntarily Revoked,"September 11, 1981", , ,0,Original,1871,002,CBER,,,,,
,"Recordati Rare Diseases, Inc.",101246,Panhematin,Hemin for Injection,351(a),350MG,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"July 20, 1983", ,,5350,Supplement,1899,001,CBER,,,,,"July 20, 1990"
,MassBiologics,101322,Tdvax,Tetanus and Diphtheria Toxoids Adsorbed,351(a),0.5ML,Injection,Intramuscular,Single-Dose Vial,Disc,Licensed,"July 27, 1970", ,,0,Original,1779,001,CBER,,,,,
,"Allergy Laboratories, Inc.",101377,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"July 11, 1930", ,,0,Original,0103,001,CBER,,,,,
,"Allergy Laboratories, Inc.",101377,N/A,"Insects (Whole Body), Mite Dermatophagoides farinae",351(a),"10,000AU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"July 11, 1930", ,,0,Original,0103,002,CBER,,,,,
,"Allergy Laboratories, Inc.",101378,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"July 11, 1930", ,,0,Original,0103,001,CBER,,,,,
,"Allergy Laboratories, Inc.",101378,N/A,"Insects (Whole Body), Mite Dermatophagoides pteronyssinus",351(a),"10,000AU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"July 11, 1930", ,,0,Original,0103,002,CBER,,,,,
,"Allergy Laboratories, Inc.",101379,N/A,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,001,CBER,,,,,
,"Allergy Laboratories, Inc.",101379,N/A,"Pollens - Grasses, Bermuda Grass Cynodon dactylon",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,002,CBER,,,,,
,"Allergy Laboratories, Inc.",101380,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,001,CBER,,,,,
,"Allergy Laboratories, Inc.",101380,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"10,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,002,CBER,,,,,
,"Allergy Laboratories, Inc.",101380,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,003,CBER,,,,,
,"Allergy Laboratories, Inc.",101380,N/A,"Pollens - Grasses, Bluegrass, Kentucky (June) Poa pratensis",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,004,CBER,,,,,
,"Allergy Laboratories, Inc.",101381,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,001,CBER,,,,,
,"Allergy Laboratories, Inc.",101381,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"10,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,002,CBER,,,,,
,"Allergy Laboratories, Inc.",101381,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,003,CBER,,,,,
,"Allergy Laboratories, Inc.",101381,N/A,"Pollens - Grasses, Fescue, Meadow Festuca elatior",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,004,CBER,,,,,
,"Allergy Laboratories, Inc.",101382,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,001,CBER,,,,,
,"Allergy Laboratories, Inc.",101382,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,002,CBER,,,,,
,"Allergy Laboratories, Inc.",101382,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,003,CBER,,,,,
,"Allergy Laboratories, Inc.",101382,N/A,"Pollens - Grasses, Orchard Grass Dactylis glomerata",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"May 29, 1997", ,,0,Original,0103,004,CBER,,,,,
,"Allergy Laboratories, Inc.",101383,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,001,CBER,,,,,
,"Allergy Laboratories, Inc.",101383,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,002,CBER,,,,,
,"Allergy Laboratories, Inc.",101383,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,003,CBER,,,,,
,"Allergy Laboratories, Inc.",101383,N/A,"Pollens - Grasses, Redtop Agrostis alba",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,004,CBER,,,,,
,"Allergy Laboratories, Inc.",101384,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,001,CBER,,,,,
,"Allergy Laboratories, Inc.",101384,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"10,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,002,CBER,,,,,
,"Allergy Laboratories, Inc.",101384,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,003,CBER,,,,,
,"Allergy Laboratories, Inc.",101384,N/A,"Pollens - Grasses, Ryegrass, Perennial Lolium perenne",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 25, 1997", ,,0,Original,0103,004,CBER,,,,,
,"Allergy Laboratories, Inc.",101385,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,001,CBER,,,,,
,"Allergy Laboratories, Inc.",101385,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"10,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,002,CBER,,,,,
,"Allergy Laboratories, Inc.",101385,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,003,CBER,,,,,
,"Allergy Laboratories, Inc.",101385,N/A,"Pollens - Grasses, Sweet Vernal Grass Anthoxanthum odoratum",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,004,CBER,,,,,
,"Allergy Laboratories, Inc.",101386,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML ",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,001,CBER,,,,,
,"Allergy Laboratories, Inc.",101386,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"10,000BAU/ML ",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,002,CBER,,,,,
,"Allergy Laboratories, Inc.",101386,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,003,CBER,,,,,
,"Allergy Laboratories, Inc.",101386,N/A,"Pollens - Grasses, Timothy Phleum pratense",351(a),"100,000BAU/ML",Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,004,CBER,,,,,
,"Allergy Laboratories, Inc.",101387,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:10W/V,Injection,Percutaneous,Dropper Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,001,CBER,,,,,
,"Allergy Laboratories, Inc.",101387,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:10W/V,Injection,Intradermal,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,002,CBER,,,,,
,"Allergy Laboratories, Inc.",101387,N/A,"Pollens - Weeds and Garden Plants, Ragweed, Short Ambrosia artemisiifolia",351(a),1:10W/V,Injection,Subcutaneous,Multi-Dose Vial,Disc,Voluntarily Revoked,"June 14, 1930", ,,0,Original,0103,003,CBER,,,,,
,"Takeda Pharmaceuticals U.S.A., Inc.",101447,"Autoplex, Feiba Nf, Feiba Vh",Anti-Inhibitor Coagulant Complex,351(a),1000IU ,For Injection,Intravenous,Bottle,Disc,Licensed,"December 21, 1979", ,,0,Original,1898,001,CBER,,,,,"December 16, 2020"
,"Takeda Pharmaceuticals U.S.A., Inc.",101447,"Autoplex, Feiba Nf, Feiba Vh",Anti-Inhibitor Coagulant Complex,351(a),500IU ,For Injection,Intravenous,Bottle,Disc,Licensed,"December 21, 1979", ,,0,Original,1898,002,CBER,,,,,"December 16, 2020"
,"Takeda Pharmaceuticals U.S.A., Inc.",101447,"Autoplex, Feiba Nf, Feiba Vh",Anti-Inhibitor Coagulant Complex,351(a),1000U,For Injection,Intravenous,Single-Dose Vial,Rx,Licensed,"July 31, 2000", ,,1029,Supplement,1898,003,CBER,,,,,"December 16, 2020"
,"Takeda Pharmaceuticals U.S.A., Inc.",101447,"Autoplex, Feiba Nf, Feiba Vh",Anti-Inhibitor Coagulant Complex,351(a),500U,For Injection,Intravenous,Bottle,Rx,Licensed,"July 31, 2000", ,,1029,Supplement,1898,004,CBER,,,,,"December 16, 2020"
